date,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption
2025-07-03,Hamburg,Singapore,Air,Textiles,7597.07,380.44,1.38,2.1,Rain,0.817,0.5,1
2024-06-17,Antwerp,Marseille,Air,Electronics,11829.17,300.12,2.02,0.5,Storm,0.71,1.86,1
2025-04-01,Los Angeles,Marseille,Rail,Perishables,2053.99,92.94,2.4,4.1,Rain,0.567,2.06,0
2025-10-13,Busan,Hamburg,Air,Perishables,5422.03,263.45,3.54,3.7,Hurricane,0.974,3.93,1
2025-12-02,Dubai,Antwerp,Road,Pharmaceuticals,2896.63,281.85,2.23,6.1,Fog,0.82,4.52,0
2025-11-18,Busan,Antwerp,Road,Automotive,7331.93,466.86,2.76,8.5,Storm,0.986,18.46,0
2025-01-13,Los Angeles,Rotterdam,Air,Automotive,2213.39,112.97,3.8,8.9,Fog,0.783,0.5,1
2025-12-29,Singapore,Busan,Rail,Textiles,10061.63,368.12,2.93,9.3,Rain,0.743,12.05,0
2025-05-21,Hamburg,Singapore,Air,Perishables,7145.69,18.36,1.67,7.4,Storm,0.731,0.95,1
2025-11-12,Dubai,Antwerp,Sea,Perishables,1129.48,73.07,3.01,4.9,Rain,0.772,2.09,1
2024-10-05,Dubai,Shanghai,Air,Electronics,11551.53,437.38,2.41,3.6,Rain,0.585,0.5,0
2024-03-25,Antwerp,Marseille,Rail,Pharmaceuticals,12346.12,344.33,3.61,9.1,Fog,0.606,18.32,0
2024-12-22,Los Angeles,Shanghai,Rail,Electronics,8061.16,58.54,3.9,9.6,Hurricane,0.957,65.53,1
2024-03-20,Busan,Singapore,Sea,Automotive,6771.22,372.95,2.84,0.6,Rain,0.991,11.3,0
2025-09-29,Rotterdam,Antwerp,Air,Pharmaceuticals,14854.42,133.58,3.14,4.3,Fog,0.991,1.74,0
2024-05-16,Busan,Dubai,Sea,Perishables,12350.93,6.68,4.37,6.6,Clear,0.597,22.45,0
2024-07-07,Los Angeles,Hamburg,Sea,Textiles,13638.26,378.51,4.44,3.4,Clear,0.648,22.67,0
2024-04-06,Antwerp,Marseille,Sea,Textiles,11802.99,288.2,1.94,4.8,Fog,0.577,30.83,0
2025-02-15,Busan,Los Angeles,Sea,Automotive,5539.02,384.16,2.1,2.6,Storm,0.573,26.08,1
2025-05-20,Busan,Dubai,Rail,Textiles,2091.17,499.6,4.2,5.2,Clear,0.532,1.18,0
2024-11-24,Rotterdam,Antwerp,Air,Electronics,7825.5,62.12,2.7,5.3,Hurricane,0.508,4.41,1
2024-08-29,Rotterdam,Antwerp,Rail,Textiles,7229.38,296.9,3.89,3.6,Hurricane,0.939,46.85,1
2025-12-18,Dubai,Hamburg,Road,Pharmaceuticals,9203.65,147.4,3.74,7.9,Fog,0.697,11.57,1
2024-11-06,Singapore,Rotterdam,Sea,Perishables,11151.82,45.17,4.12,8.0,Fog,0.548,31.79,1
2025-04-24,Dubai,Shanghai,Sea,Automotive,14373.6,257.77,1.75,0.8,Rain,0.987,24.49,1
2025-08-26,Los Angeles,Singapore,Air,Automotive,1403.23,45.74,2.55,8.1,Hurricane,0.753,1.59,1
2025-05-11,Singapore,Hamburg,Air,Perishables,13739.1,48.14,2.39,2.9,Clear,0.52,0.99,1
2025-10-05,Dubai,Rotterdam,Air,Pharmaceuticals,6470.6,124.24,2.64,9.3,Rain,0.96,1.26,0
2024-06-11,Shanghai,Dubai,Rail,Automotive,6940.66,54.13,1.86,1.6,Storm,0.652,15.41,0
2025-03-19,Dubai,Rotterdam,Sea,Pharmaceuticals,10754.96,150.41,2.36,4.9,Clear,0.763,17.48,0
2024-12-16,Shanghai,Singapore,Air,Perishables,2295.77,392.66,4.39,9.5,Clear,0.754,0.5,1
2025-01-27,Antwerp,Shanghai,Rail,Automotive,11441.26,485.46,1.26,9.0,Fog,0.64,17.13,0
2024-06-20,Rotterdam,Shanghai,Road,Perishables,9899.39,148.92,4.33,0.3,Clear,0.994,6.33,0
2025-11-28,Hamburg,Dubai,Air,Pharmaceuticals,1287.81,89.16,2.77,6.6,Clear,0.998,0.5,0
2025-01-30,Busan,Hamburg,Rail,Automotive,9861.24,111.34,1.92,2.3,Clear,0.521,7.46,0
2024-12-25,Hamburg,Busan,Road,Pharmaceuticals,11767.21,224.63,4.35,6.5,Storm,0.84,28.83,1
2024-08-13,Dubai,Hamburg,Sea,Perishables,1734.0,478.0,2.74,7.2,Rain,0.793,3.75,0
2024-07-29,Singapore,Los Angeles,Rail,Pharmaceuticals,1064.6,6.75,3.48,6.9,Hurricane,0.895,7.87,1
2025-03-01,Hamburg,Shanghai,Air,Automotive,4220.16,135.03,2.79,5.5,Storm,0.56,0.59,1
2025-07-22,Shanghai,Dubai,Sea,Perishables,5237.77,104.43,3.08,2.4,Hurricane,0.616,65.15,1
2024-11-07,Los Angeles,Hamburg,Road,Pharmaceuticals,992.22,45.65,4.34,9.7,Rain,0.972,0.76,1
2025-04-21,Rotterdam,Antwerp,Road,Automotive,1550.48,250.94,4.15,7.8,Hurricane,0.849,11.05,1
2025-09-12,Hamburg,Rotterdam,Rail,Electronics,2699.29,381.3,1.36,1.1,Storm,0.689,5.89,1
2024-04-05,Antwerp,Dubai,Rail,Textiles,14198.68,243.54,4.32,6.8,Storm,0.804,39.74,1
2025-10-07,Singapore,Los Angeles,Sea,Electronics,11986.77,197.08,3.42,8.3,Storm,0.58,69.96,1
2024-11-21,Antwerp,Busan,Sea,Textiles,5066.32,136.21,1.76,0.7,Rain,0.986,8.13,1
2025-07-10,Shanghai,Singapore,Road,Pharmaceuticals,12474.34,78.24,2.03,5.4,Hurricane,0.533,75.89,1
2025-03-09,Shanghai,Rotterdam,Sea,Perishables,9417.6,102.79,3.45,6.7,Hurricane,0.92,139.45,1
2024-01-11,Dubai,Busan,Air,Automotive,8892.7,277.69,1.35,4.7,Hurricane,0.787,4.76,1
2024-09-26,Shanghai,Busan,Road,Pharmaceuticals,1921.11,231.61,2.41,4.2,Hurricane,0.991,10.84,1
2024-03-16,Hamburg,Dubai,Sea,Pharmaceuticals,9006.05,253.08,1.8,2.6,Storm,0.501,42.97,1
2025-03-11,Hamburg,Shanghai,Air,Electronics,868.1,208.4,4.2,4.6,Fog,0.507,0.5,1
2024-12-22,Los Angeles,Antwerp,Road,Pharmaceuticals,3221.97,114.19,4.4,5.9,Fog,0.883,3.51,0
2025-07-04,Dubai,Hamburg,Air,Electronics,7302.05,212.77,2.0,3.3,Rain,0.929,1.37,0
2024-12-04,Antwerp,Singapore,Rail,Electronics,5472.48,445.75,2.64,9.8,Rain,0.615,7.31,0
2024-03-11,Los Angeles,Hamburg,Sea,Electronics,12000.57,7.49,2.03,0.2,Clear,0.566,16.43,1
2024-07-06,Singapore,Los Angeles,Air,Automotive,12038.99,172.17,2.62,9.6,Rain,0.514,0.92,0
2025-03-09,Rotterdam,Hamburg,Sea,Perishables,11845.17,115.68,2.66,0.3,Clear,0.795,16.96,0
2024-05-28,Los Angeles,Marseille,Air,Electronics,3627.29,21.5,4.19,2.5,Clear,0.831,0.5,0
2025-06-05,Antwerp,Singapore,Rail,Perishables,11156.42,336.01,2.79,2.4,Rain,0.633,10.37,0
2024-03-28,Los Angeles,Antwerp,Road,Perishables,9359.22,183.78,4.04,6.4,Fog,0.561,10.32,1
2025-07-28,Shanghai,Antwerp,Road,Automotive,9863.01,24.74,3.36,6.9,Clear,0.969,7.35,0
2024-05-25,Busan,Singapore,Air,Electronics,10572.29,57.44,2.77,8.4,Clear,0.806,0.5,1
2024-12-21,Los Angeles,Rotterdam,Air,Automotive,10065.51,405.55,3.61,9.2,Rain,0.954,1.25,0
2025-10-09,Singapore,Hamburg,Road,Perishables,816.44,178.85,1.78,7.1,Storm,0.98,3.14,0
2025-06-20,Hamburg,Dubai,Road,Automotive,14543.79,199.42,3.14,6.7,Storm,0.679,33.95,1
2025-03-02,Busan,Dubai,Rail,Automotive,8234.11,199.73,3.45,3.4,Hurricane,0.908,52.9,1
2024-02-11,Rotterdam,Dubai,Air,Textiles,13346.68,350.47,2.42,3.6,Fog,0.935,1.67,0
2024-08-18,Singapore,Los Angeles,Rail,Textiles,7570.6,24.3,1.53,7.1,Hurricane,0.946,56.33,1
2025-12-16,Rotterdam,Antwerp,Road,Electronics,11063.11,317.31,3.7,2.8,Storm,0.556,22.03,1
2024-05-15,Hamburg,Busan,Rail,Textiles,9536.55,166.11,1.36,2.8,Storm,0.519,21.9,1
2024-02-26,Los Angeles,Marseille,Air,Perishables,3855.02,107.94,4.34,0.8,Fog,0.81,0.5,0
2025-08-25,Busan,Singapore,Sea,Pharmaceuticals,8721.74,329.32,1.39,3.4,Clear,0.512,15.08,0
2024-06-17,Hamburg,Dubai,Air,Perishables,3193.13,194.88,1.93,8.1,Storm,0.944,0.5,1
2025-12-06,Antwerp,Dubai,Rail,Pharmaceuticals,5032.67,169.28,2.31,1.9,Rain,0.95,4.66,0
2025-06-24,Busan,Antwerp,Road,Electronics,4591.71,311.13,2.25,1.4,Hurricane,0.687,23.85,1
2025-10-23,Busan,Singapore,Sea,Automotive,4849.16,402.25,2.82,7.9,Fog,0.843,14.22,0
2025-11-26,Hamburg,Marseille,Sea,Electronics,3467.86,194.14,3.4,2.6,Rain,0.848,7.19,1
2025-04-28,Dubai,Singapore,Rail,Textiles,12879.88,472.43,2.99,2.4,Hurricane,0.647,79.99,1
2024-12-01,Singapore,Antwerp,Sea,Automotive,11073.02,450.55,3.97,2.2,Fog,0.772,26.01,1
2025-08-08,Hamburg,Shanghai,Road,Textiles,5584.09,216.63,2.33,6.2,Hurricane,0.698,34.13,1
2024-05-23,Singapore,Busan,Air,Pharmaceuticals,9560.67,461.36,2.42,7.2,Hurricane,0.758,6.61,1
2025-01-15,Antwerp,Busan,Sea,Automotive,862.09,126.86,4.16,9.8,Fog,0.507,2.85,1
2025-01-10,Hamburg,Shanghai,Sea,Perishables,13683.43,298.42,2.67,7.8,Rain,0.799,31.6,0
2025-02-27,Busan,Marseille,Air,Automotive,8114.87,303.88,3.54,8.1,Rain,0.909,0.5,0
2024-04-10,Shanghai,Busan,Rail,Automotive,14182.43,183.99,4.22,5.2,Fog,0.839,18.1,0
2025-08-08,Hamburg,Busan,Sea,Automotive,11837.42,73.11,2.73,7.5,Storm,0.696,68.28,1
2025-07-07,Rotterdam,Marseille,Sea,Textiles,9067.08,360.51,1.67,10.0,Hurricane,0.917,151.27,1
2025-12-14,Rotterdam,Los Angeles,Road,Electronics,1619.22,230.82,1.3,7.7,Clear,0.72,2.17,0
2024-04-14,Singapore,Rotterdam,Sea,Textiles,11216.47,372.28,3.05,3.4,Hurricane,0.573,146.77,1
2024-03-05,Shanghai,Antwerp,Air,Textiles,2871.1,300.67,2.6,0.7,Clear,0.584,0.84,0
2024-02-14,Rotterdam,Busan,Sea,Perishables,14727.2,313.29,3.57,6.5,Rain,0.787,32.2,0
2025-07-31,Hamburg,Antwerp,Road,Pharmaceuticals,6991.26,356.95,3.22,6.0,Rain,0.921,7.58,0
2025-06-17,Hamburg,Shanghai,Road,Electronics,1561.34,109.63,3.8,3.2,Hurricane,0.976,9.44,1
2024-08-19,Hamburg,Shanghai,Air,Automotive,14820.92,298.53,1.79,5.6,Storm,0.919,2.92,0
2024-01-24,Singapore,Shanghai,Rail,Electronics,12425.12,216.06,2.23,7.2,Clear,0.729,12.46,0
2024-01-09,Los Angeles,Shanghai,Rail,Automotive,9529.92,86.49,1.43,5.0,Clear,0.523,7.27,0
2024-04-21,Rotterdam,Antwerp,Road,Textiles,11838.42,33.44,3.38,2.6,Hurricane,0.565,63.63,1
2024-10-27,Singapore,Los Angeles,Air,Pharmaceuticals,13867.18,329.5,2.77,7.4,Rain,0.983,1.65,1
2025-01-16,Shanghai,Rotterdam,Air,Textiles,14503.33,42.82,2.76,6.9,Fog,0.628,1.16,1
2024-08-05,Rotterdam,Dubai,Sea,Automotive,4964.98,276.8,2.84,7.0,Rain,0.772,10.93,1
2024-07-27,Dubai,Shanghai,Rail,Automotive,11392.08,472.08,3.38,7.3,Clear,0.688,11.01,1
2024-08-17,Singapore,Hamburg,Air,Automotive,13684.16,86.3,1.49,5.5,Fog,0.759,0.68,1
2024-02-02,Singapore,Marseille,Sea,Electronics,852.58,331.01,2.3,5.8,Clear,0.939,2.2,0
2024-02-21,Los Angeles,Marseille,Sea,Pharmaceuticals,4514.73,122.35,4.09,7.0,Clear,0.989,8.98,0
2025-09-15,Hamburg,Antwerp,Air,Electronics,10576.82,22.66,3.66,9.8,Storm,0.504,3.17,1
2025-04-27,Hamburg,Busan,Road,Automotive,12888.58,467.83,3.83,4.1,Fog,0.534,13.93,1
2025-05-24,Dubai,Busan,Road,Electronics,12076.51,45.52,4.17,2.4,Storm,0.949,23.9,0
2025-04-01,Busan,Antwerp,Rail,Electronics,7314.83,131.76,2.43,7.2,Clear,0.876,6.69,0
2024-05-10,Dubai,Antwerp,Sea,Pharmaceuticals,3595.91,42.37,2.51,9.0,Storm,0.847,21.56,1
2024-03-06,Shanghai,Rotterdam,Sea,Textiles,12358.6,296.65,3.19,3.7,Clear,0.725,20.62,0
2024-08-11,Dubai,Shanghai,Air,Electronics,1407.19,439.18,2.2,7.3,Fog,0.82,0.5,0
2024-12-06,Los Angeles,Antwerp,Road,Electronics,6473.39,295.85,1.76,5.6,Clear,0.742,3.7,0
2024-01-12,Antwerp,Marseille,Road,Pharmaceuticals,7646.54,153.81,3.45,7.0,Storm,0.58,18.54,1
2024-11-27,Busan,Los Angeles,Rail,Automotive,13398.03,430.67,2.97,1.6,Clear,0.969,10.29,0
2025-07-26,Antwerp,Los Angeles,Air,Perishables,5489.33,197.28,3.86,0.4,Clear,0.642,0.67,0
2025-10-08,Antwerp,Rotterdam,Road,Automotive,5404.88,309.94,3.77,6.7,Clear,0.703,4.69,1
2024-09-06,Rotterdam,Dubai,Rail,Electronics,10746.13,218.36,2.53,8.3,Storm,0.837,31.3,0
2024-04-15,Singapore,Busan,Air,Electronics,2531.64,293.32,2.11,7.8,Hurricane,0.612,1.64,1
2025-09-27,Rotterdam,Antwerp,Rail,Pharmaceuticals,1661.67,181.52,1.56,6.3,Rain,0.776,1.66,1
2025-11-20,Busan,Hamburg,Road,Textiles,5514.19,414.76,3.63,8.1,Clear,0.777,5.22,1
2025-10-04,Los Angeles,Singapore,Rail,Electronics,1683.63,324.21,2.38,2.4,Fog,0.88,2.08,1
2025-09-22,Singapore,Hamburg,Road,Electronics,1326.19,328.42,3.18,1.2,Hurricane,0.694,6.94,1
2025-10-18,Singapore,Dubai,Rail,Perishables,11934.92,283.6,4.25,1.9,Clear,0.845,8.41,0
2025-09-18,Busan,Rotterdam,Road,Textiles,7175.19,66.41,3.86,1.0,Fog,0.558,7.0,0
2025-07-13,Antwerp,Marseille,Road,Electronics,1253.37,66.38,4.27,8.1,Hurricane,0.859,8.33,1
2025-11-05,Singapore,Dubai,Road,Automotive,3177.17,116.02,2.28,2.2,Rain,0.654,2.69,0
2024-01-07,Antwerp,Shanghai,Sea,Perishables,5328.53,51.82,1.28,5.7,Hurricane,0.897,76.95,1
2025-12-03,Dubai,Los Angeles,Air,Electronics,2326.35,127.45,4.38,0.7,Storm,0.568,0.5,1
2024-11-04,Singapore,Rotterdam,Rail,Pharmaceuticals,8369.5,203.19,2.86,6.8,Clear,0.529,7.26,0
2024-06-05,Rotterdam,Singapore,Sea,Textiles,8381.52,490.0,4.06,0.6,Hurricane,0.593,95.46,1
2025-10-16,Shanghai,Singapore,Sea,Pharmaceuticals,14967.37,121.86,2.18,8.6,Clear,0.827,30.09,1
2025-11-21,Busan,Singapore,Sea,Electronics,13071.96,4.67,2.5,0.8,Clear,0.597,18.61,0
2025-02-13,Los Angeles,Hamburg,Sea,Automotive,2790.34,479.55,4.43,6.3,Clear,0.564,4.51,1
2025-06-14,Singapore,Antwerp,Rail,Textiles,13852.65,419.58,2.89,3.1,Fog,0.56,15.64,1
2024-04-18,Shanghai,Marseille,Rail,Electronics,13392.35,410.97,3.95,6.1,Clear,0.527,11.67,1
2025-12-30,Busan,Los Angeles,Road,Textiles,3608.89,265.39,1.88,8.2,Hurricane,0.822,23.99,1
2024-05-22,Dubai,Marseille,Road,Perishables,11276.3,5.65,3.23,5.8,Fog,0.708,12.61,1
2025-08-10,Los Angeles,Singapore,Road,Electronics,2032.14,409.16,3.3,0.8,Hurricane,0.876,9.02,1
2025-03-25,Dubai,Hamburg,Air,Textiles,8679.07,60.11,1.48,3.6,Hurricane,0.707,4.74,1
2025-06-10,Shanghai,Rotterdam,Rail,Pharmaceuticals,14136.65,489.54,3.0,9.9,Clear,0.643,14.43,1
2024-07-29,Rotterdam,Dubai,Rail,Textiles,9837.37,358.52,1.99,9.0,Storm,0.824,30.59,1
2025-02-10,Hamburg,Antwerp,Air,Pharmaceuticals,13482.52,152.56,4.32,7.2,Rain,0.611,2.48,0
2024-03-28,Hamburg,Los Angeles,Air,Textiles,14954.68,368.28,4.13,7.7,Clear,0.61,0.81,1
2025-08-18,Busan,Los Angeles,Rail,Pharmaceuticals,8408.76,455.5,3.06,0.8,Clear,0.793,5.87,0
2025-11-18,Rotterdam,Hamburg,Air,Electronics,9654.95,165.13,4.08,9.5,Rain,0.869,1.05,0
2025-07-16,Singapore,Los Angeles,Rail,Electronics,11509.74,390.9,2.13,1.9,Rain,0.713,9.73,0
2025-05-03,Hamburg,Los Angeles,Sea,Perishables,4239.59,247.69,4.35,0.1,Rain,0.7,7.14,0
2024-03-05,Antwerp,Hamburg,Sea,Automotive,13520.35,488.06,2.83,8.2,Rain,0.525,31.09,1
2024-11-23,Rotterdam,Los Angeles,Sea,Perishables,12628.41,472.53,3.44,4.5,Storm,0.995,64.1,0
2025-06-13,Singapore,Marseille,Rail,Electronics,8484.62,33.18,4.09,9.8,Fog,0.986,13.41,1
2024-06-08,Dubai,Hamburg,Rail,Textiles,1916.25,484.94,2.16,4.7,Storm,0.618,5.17,1
2024-05-15,Antwerp,Los Angeles,Rail,Electronics,14946.84,254.84,3.61,9.3,Rain,0.831,18.23,0
2025-04-13,Singapore,Rotterdam,Road,Electronics,6719.69,338.99,1.53,3.6,Fog,0.705,6.77,0
2025-01-04,Singapore,Hamburg,Sea,Perishables,6505.05,438.33,2.1,0.8,Storm,0.9,28.51,1
2025-05-27,Singapore,Hamburg,Sea,Pharmaceuticals,8350.41,140.52,1.8,4.4,Fog,0.651,21.53,1
2025-02-26,Antwerp,Rotterdam,Road,Perishables,5933.47,165.04,3.18,6.4,Storm,0.654,14.34,1
2024-04-18,Hamburg,Singapore,Sea,Perishables,3204.52,66.05,2.34,2.0,Clear,0.904,4.73,0
2024-04-24,Rotterdam,Marseille,Rail,Perishables,4240.15,375.96,3.31,0.1,Fog,0.749,4.11,0
2024-11-28,Hamburg,Shanghai,Road,Perishables,2449.31,253.4,3.98,6.0,Clear,0.554,1.23,0
2024-12-14,Los Angeles,Busan,Air,Electronics,8918.53,302.55,3.35,9.4,Hurricane,0.88,5.44,1
2024-09-30,Hamburg,Busan,Road,Automotive,7642.25,31.71,3.42,3.1,Clear,0.759,4.6,1
2024-10-16,Busan,Antwerp,Rail,Electronics,688.53,476.18,1.62,0.4,Rain,0.611,0.5,0
2024-11-16,Shanghai,Dubai,Road,Electronics,8478.28,251.89,4.32,0.5,Fog,0.909,7.74,0
2024-02-15,Singapore,Busan,Rail,Electronics,11919.46,416.25,4.31,4.7,Storm,0.925,30.94,1
2025-01-24,Los Angeles,Busan,Road,Electronics,6495.99,123.23,3.71,3.9,Rain,0.883,6.45,0
2024-09-08,Hamburg,Marseille,Sea,Textiles,13008.29,419.47,1.28,0.3,Fog,0.91,26.93,0
2024-03-16,Antwerp,Shanghai,Sea,Textiles,11584.39,218.67,3.05,2.0,Clear,0.584,17.94,0
2025-05-15,Los Angeles,Marseille,Air,Textiles,1472.61,82.09,2.85,1.8,Fog,0.63,0.5,1
2024-01-17,Rotterdam,Singapore,Rail,Pharmaceuticals,12665.46,460.94,1.41,5.4,Clear,0.904,11.45,0
2025-01-17,Singapore,Hamburg,Road,Automotive,3028.31,408.51,1.41,7.1,Rain,0.566,1.92,0
2025-01-02,Los Angeles,Busan,Air,Textiles,13686.73,66.29,4.3,4.9,Hurricane,0.916,6.05,1
2024-05-15,Singapore,Dubai,Air,Electronics,9419.37,78.72,1.87,6.0,Storm,0.896,2.8,1
2025-09-06,Singapore,Antwerp,Sea,Perishables,3180.16,343.7,3.98,0.9,Storm,0.767,13.77,1
2025-12-22,Hamburg,Busan,Road,Electronics,10247.63,308.5,3.27,4.0,Hurricane,0.576,58.61,1
2024-06-18,Los Angeles,Dubai,Rail,Pharmaceuticals,1720.03,491.49,1.77,5.2,Clear,0.696,1.14,1
2025-03-15,Antwerp,Shanghai,Rail,Automotive,3864.26,380.59,4.1,7.1,Rain,0.745,4.73,0
2025-01-16,Busan,Marseille,Rail,Perishables,4745.92,203.1,1.34,5.5,Rain,0.623,4.84,0
2024-03-07,Antwerp,Marseille,Air,Electronics,7647.88,251.56,1.49,8.9,Rain,0.684,0.91,1
2025-01-30,Dubai,Los Angeles,Rail,Pharmaceuticals,12559.61,301.24,2.26,8.0,Clear,0.804,12.3,0
2024-01-20,Rotterdam,Busan,Sea,Automotive,8468.18,148.06,1.5,0.8,Clear,0.93,12.84,0
2024-07-23,Busan,Marseille,Air,Electronics,9263.21,415.29,3.81,8.5,Clear,0.865,0.94,0
2024-06-26,Antwerp,Shanghai,Rail,Pharmaceuticals,8956.27,360.57,3.78,5.4,Storm,0.643,23.8,1
2025-10-19,Shanghai,Los Angeles,Sea,Perishables,13245.19,161.01,3.83,5.7,Storm,0.554,71.19,1
2025-04-29,Busan,Hamburg,Sea,Textiles,4267.15,418.38,3.49,9.4,Hurricane,0.585,68.95,1
2025-10-11,Rotterdam,Antwerp,Rail,Perishables,4751.56,177.38,3.5,1.5,Rain,0.897,4.89,0
2025-02-18,Antwerp,Dubai,Sea,Automotive,1251.44,177.92,2.66,1.2,Storm,0.665,5.83,0
2025-07-30,Busan,Rotterdam,Air,Perishables,4285.2,248.36,1.48,9.2,Rain,0.549,0.5,1
2025-01-17,Rotterdam,Dubai,Air,Textiles,12782.38,213.52,3.55,2.4,Hurricane,0.547,6.21,1
2024-01-06,Shanghai,Antwerp,Sea,Textiles,4693.22,77.32,1.35,1.1,Rain,0.708,8.29,0
2024-07-05,Antwerp,Rotterdam,Air,Automotive,3057.61,216.6,2.04,1.3,Hurricane,0.851,0.69,1
2025-09-13,Los Angeles,Shanghai,Road,Textiles,1662.61,347.24,2.33,7.9,Hurricane,0.73,11.79,1
2024-10-22,Hamburg,Los Angeles,Road,Perishables,13640.69,415.79,2.0,8.9,Rain,0.739,14.45,1
2024-10-02,Hamburg,Shanghai,Air,Electronics,11074.99,395.71,1.5,7.5,Rain,0.917,0.5,1
2025-01-31,Hamburg,Busan,Rail,Electronics,8543.61,254.69,2.64,3.4,Fog,0.625,9.73,0
2025-07-11,Rotterdam,Antwerp,Rail,Perishables,3659.43,373.32,2.57,6.4,Clear,0.983,3.1,1
2024-05-29,Hamburg,Shanghai,Rail,Pharmaceuticals,865.3,77.72,3.54,2.0,Fog,0.989,1.26,0
2025-12-06,Los Angeles,Shanghai,Air,Electronics,10455.55,259.73,4.36,9.1,Clear,0.885,0.61,0
2024-02-12,Busan,Singapore,Sea,Textiles,4218.71,68.99,2.44,1.6,Clear,0.617,5.8,0
2024-01-29,Busan,Los Angeles,Road,Automotive,6939.5,16.91,3.42,2.4,Clear,0.693,4.46,0
2024-12-11,Los Angeles,Dubai,Rail,Pharmaceuticals,14010.43,21.25,4.2,8.3,Rain,0.691,15.61,1
2025-09-04,Hamburg,Antwerp,Sea,Textiles,11436.84,220.31,3.09,0.1,Clear,0.934,17.19,0
2025-09-15,Shanghai,Hamburg,Rail,Perishables,5215.16,252.95,3.22,1.0,Clear,0.762,3.97,1
2024-05-22,Hamburg,Marseille,Sea,Textiles,11055.12,215.29,2.11,3.0,Storm,0.958,53.76,1
2025-06-07,Rotterdam,Busan,Rail,Textiles,14532.54,340.34,3.01,5.2,Clear,0.663,13.24,1
2024-04-09,Antwerp,Singapore,Air,Automotive,10634.76,212.3,3.72,6.5,Fog,0.543,1.15,0
2025-04-05,Rotterdam,Los Angeles,Air,Perishables,9817.2,270.84,3.44,1.6,Storm,0.957,2.18,0
2025-01-22,Los Angeles,Singapore,Sea,Pharmaceuticals,1649.56,274.87,1.24,10.0,Hurricane,0.581,27.36,1
2025-10-17,Antwerp,Singapore,Rail,Electronics,14213.37,242.31,2.96,2.4,Storm,0.525,33.3,0
2024-04-14,Busan,Antwerp,Air,Textiles,13059.55,423.93,3.32,5.7,Fog,0.558,1.25,1
2025-11-21,Singapore,Marseille,Rail,Textiles,7348.09,20.14,2.08,4.9,Hurricane,0.992,50.62,1
2024-07-02,Shanghai,Rotterdam,Air,Pharmaceuticals,6610.66,50.47,3.21,2.0,Fog,0.93,1.14,0
2024-10-19,Singapore,Rotterdam,Road,Pharmaceuticals,13036.17,383.31,1.73,5.3,Rain,0.694,12.22,0
2024-03-28,Antwerp,Shanghai,Rail,Pharmaceuticals,7788.15,240.99,1.53,7.8,Rain,0.858,8.05,1
2024-04-19,Antwerp,Busan,Road,Perishables,11440.87,433.66,2.82,6.8,Fog,0.812,13.31,1
2025-07-06,Singapore,Rotterdam,Road,Pharmaceuticals,3226.36,2.82,4.16,3.6,Storm,0.521,6.19,1
2025-09-18,Los Angeles,Busan,Road,Pharmaceuticals,2847.88,385.64,3.9,1.5,Hurricane,0.91,15.05,1
2024-01-03,Antwerp,Marseille,Air,Automotive,10498.14,308.1,2.6,6.7,Clear,0.567,1.5,1
2025-05-03,Los Angeles,Dubai,Road,Perishables,14345.55,28.43,1.86,2.3,Rain,0.622,10.74,1
2025-10-20,Shanghai,Marseille,Rail,Perishables,12693.18,196.34,1.31,8.8,Hurricane,0.88,101.9,1
2024-11-26,Los Angeles,Hamburg,Road,Textiles,5950.38,440.77,1.23,7.6,Fog,0.702,7.28,1
2025-07-15,Los Angeles,Antwerp,Air,Automotive,8215.65,94.93,2.42,6.8,Rain,0.8,0.96,1
2024-01-27,Rotterdam,Los Angeles,Sea,Textiles,13213.1,34.58,2.37,6.2,Storm,0.911,71.57,1
2024-01-27,Singapore,Hamburg,Road,Textiles,10945.57,408.81,4.45,4.7,Storm,0.56,24.91,1
2025-05-26,Shanghai,Dubai,Rail,Perishables,7785.2,292.98,2.8,0.1,Fog,0.809,7.77,0
2024-10-05,Busan,Marseille,Sea,Pharmaceuticals,11451.42,205.89,1.53,9.8,Storm,0.992,72.22,1
2025-03-17,Singapore,Hamburg,Rail,Electronics,1539.82,345.62,2.94,7.5,Hurricane,0.523,12.55,1
2025-07-25,Shanghai,Antwerp,Road,Perishables,13550.27,4.54,4.27,6.8,Hurricane,0.592,86.9,1
2024-11-27,Los Angeles,Marseille,Air,Perishables,2145.37,414.95,2.75,1.8,Clear,0.835,0.5,1
2025-12-19,Busan,Los Angeles,Air,Electronics,2187.2,235.68,3.13,0.6,Clear,0.569,0.5,0
2025-07-04,Rotterdam,Antwerp,Rail,Textiles,2844.24,427.43,2.27,7.1,Clear,0.645,2.85,0
2024-05-23,Rotterdam,Hamburg,Rail,Electronics,3243.34,321.2,1.92,8.7,Storm,0.549,9.61,1
2024-04-21,Busan,Dubai,Road,Pharmaceuticals,8995.04,267.74,1.91,3.2,Hurricane,0.782,49.34,1
2025-11-01,Singapore,Dubai,Air,Automotive,8491.82,277.53,2.76,1.2,Clear,0.81,1.19,0
2025-01-19,Dubai,Marseille,Sea,Textiles,14076.07,356.29,1.79,7.1,Fog,0.754,39.63,0
